Node1,Node2
0,48
0,39
0,59
0,69
0,44
1,48
1,18
1,91
1,10
1,82
1,36
1,75
1,4
2,68
2,44
2,23
2,17
3,5
3,48
3,90
3,32
3,12
4,53
4,36
4,96
5,91
5,62
5,54
5,50
5,52
5,30
5,90
5,77
5,19
5,27
5,82
5,38
5,87
5,63
5,48
5,21
5,10
5,64
5,59
6,97
6,38
6,40
6,45
6,83
7,82
7,74
7,54
7,47
8,26
8,53
8,67
8,32
8,10
9,89
9,48
9,39
9,52
9,29
10,48
10,91
10,76
10,64
10,82
10,70
10,71
10,58
10,36
10,28
10,66
10,12
10,92
10,45
10,33
10,90
10,22
10,29
10,20
10,59
10,56
10,11
10,72
11,68
11,54
11,67
11,32
11,64
11,51
11,48
11,33
12,25
12,56
13,71
13,35
13,22
13,88
13,23
14,96
14,83
14,71
14,80
14,98
15,95
15,58
15,69
15,49
15,63
16,91
16,20
16,34
16,29
17,20
17,60
17,36
18,98
18,42
19,25
19,91
19,23
19,76
20,48
20,74
20,24
20,98
20,22
20,88
20,97
21,82
21,91
21,33
21,71
21,34
22,81
24,93
24,66
24,71
24,82
25,76
25,89
25,28
26,97
26,94
26,79
26,34
26,82
26,73
26,32
26,48
27,97
27,55
27,70
28,45
28,91
28,49
29,62
29,56
29,71
29,48
29,64
30,86
30,93
30,56
30,74
31,82
31,33
31,50
31,81
32,73
33,91
33,48
33,93
33,82
33,59
33,56
34,83
34,77
34,40
34,78
34,51
34,54
35,74
35,59
35,44
35,41
37,83
37,86
37,70
37,73
37,60
38,71
38,82
38,69
39,81
39,57
39,52
40,43
40,89
40,55
41,78
41,59
41,86
41,43
42,94
43,95
43,72
43,71
44,57
44,59
45,73
45,91
46,49
46,98
46,63
46,58
46,81
47,94
47,95
47,82
48,91
48,82
48,97
48,59
48,98
48,75
48,56
49,58
49,92
50,52
50,60
51,65
52,82
53,80
53,63
53,56
54,80
55,58
55,86
55,85
56,87
56,98
56,64
56,91
56,59
56,82
56,62
57,89
57,82
57,72
59,82
59,98
59,99
59,72
60,68
61,96
61,93
61,84
62,67
63,79
64,99
64,82
64,72
64,90
64,98
65,67
65,91
65,66
65,80
66,97
66,71
67,91
68,95
68,92
69,99
69,77
70,82
71,88
72,75
73,91
74,82
75,80
75,97
76,92
76,85
77,98
77,99
78,98
78,85
79,82
79,89
79,95
82,91
82,90
83,87
84,88
84,96
86,97
87,88
87,91
91,98
91,92
93,97
94,99
