Node1,Node2
0,89
0,82
0,64
0,85
1,3
1,81
1,83
1,5
2,19
2,77
2,65
2,61
3,72
3,22
4,70
4,93
4,28
5,52
5,77
5,26
6,65
6,93
6,78
6,40
6,31
6,69
7,92
7,86
7,17
7,38
7,84
7,60
8,88
8,98
8,10
8,52
9,71
9,24
9,42
9,16
10,29
10,37
10,24
11,65
11,18
11,85
11,60
11,31
11,78
11,51
12,28
12,38
13,16
13,85
13,60
13,31
13,41
13,17
13,35
14,17
14,29
14,19
14,51
15,67
15,96
15,27
16,33
16,52
17,78
17,31
17,84
17,43
18,86
18,64
18,35
18,48
19,73
19,54
20,37
20,21
20,76
20,84
21,62
21,75
21,38
22,25
22,26
23,76
23,48
23,59
24,46
24,32
25,87
25,76
26,39
27,73
27,47
27,32
29,65
29,43
30,67
30,82
30,35
30,42
31,92
31,65
31,60
32,60
32,37
33,65
33,90
33,59
34,93
34,57
34,88
34,72
35,65
35,95
35,48
35,40
36,41
36,83
36,49
36,85
37,64
39,49
39,91
40,65
40,58
40,56
40,92
40,69
40,84
41,65
41,58
42,65
42,87
43,48
43,44
43,97
43,69
44,54
44,65
44,99
44,88
44,85
45,64
45,73
45,46
46,81
46,50
47,61
47,65
47,69
48,61
48,60
48,97
50,79
50,66
50,95
50,57
51,63
52,91
53,68
53,87
53,89
53,79
54,86
54,66
55,61
55,59
55,58
55,81
56,65
56,80
56,99
57,78
57,65
57,69
58,68
59,97
60,84
62,66
63,94
65,78
65,82
65,85
65,93
65,95
65,74
65,86
65,92
66,95
66,70
67,89
67,90
68,80
68,99
69,84
70,72
71,98
71,74
72,94
73,80
74,90
75,98
75,87
75,77
77,88
78,99
78,92
78,85
79,89
80,82
81,96
83,96
84,99
86,97
92,97
92,95
97,99
