Node1,Node2
0,3
0,52
0,1
1,84
1,57
1,40
1,44
1,81
1,87
1,26
1,66
1,15
1,7
2,22
2,11
2,80
2,28
3,69
3,62
4,70
4,48
4,32
4,51
5,58
5,13
6,66
6,49
6,16
6,18
7,26
7,15
7,84
7,43
7,20
7,82
7,56
7,63
7,47
7,78
7,57
7,30
7,49
7,44
8,9
8,70
8,60
8,14
9,42
9,65
10,97
10,20
10,30
10,16
11,84
11,83
11,77
11,49
11,20
12,18
12,28
12,52
12,34
13,52
13,88
13,50
14,81
14,15
14,91
14,53
14,21
14,35
15,84
15,22
15,40
15,30
15,71
15,89
15,49
15,20
15,37
15,72
15,63
15,52
15,81
15,64
15,59
15,29
15,21
16,77
17,29
17,20
17,45
18,59
18,98
19,97
19,57
19,46
19,41
20,84
20,57
20,75
20,61
20,91
20,49
20,78
20,21
20,29
20,44
21,61
21,35
21,26
21,92
21,76
22,84
22,57
22,38
22,49
22,24
22,96
23,64
23,48
23,44
23,70
24,38
24,55
24,27
24,44
24,99
24,39
25,32
25,27
25,57
25,70
26,57
26,97
26,84
26,65
26,78
26,76
26,29
27,38
27,65
27,76
27,63
28,44
28,93
29,63
29,96
29,57
29,30
29,78
29,52
29,75
29,84
29,92
29,49
30,44
30,68
30,84
30,95
30,56
30,61
30,77
31,33
31,54
31,69
31,34
32,84
32,69
33,49
33,44
33,50
34,52
34,43
35,39
35,56
35,63
35,69
35,66
35,92
36,72
36,67
36,47
36,63
37,85
37,94
37,52
38,63
38,81
38,44
38,84
38,78
38,57
39,49
40,86
40,84
41,48
41,93
42,63
42,69
43,92
44,76
44,71
44,49
44,84
44,57
44,80
44,91
44,48
45,82
45,48
46,53
46,79
46,86
47,67
47,97
48,90
48,63
48,49
48,84
48,82
49,84
49,68
49,88
49,94
49,62
49,78
49,57
49,63
50,60
50,88
51,78
51,79
52,61
52,84
53,86
54,84
54,57
54,94
55,99
55,61
55,73
56,87
57,61
57,63
57,65
57,84
58,68
58,74
59,94
59,60
60,76
61,78
61,92
61,64
62,72
62,89
63,98
63,64
63,83
64,85
64,78
64,96
65,69
65,92
65,67
66,95
69,73
69,84
69,91
71,90
71,76
72,84
73,84
73,98
74,84
74,85
75,84
75,90
76,89
76,81
77,84
78,99
79,92
79,83
80,84
81,84
81,93
82,96
83,85
84,87
84,88
84,95
84,86
87,98
89,99
90,92
93,95
