Node1,Node2
0,226
0,76
0,175
0,36
0,281
0,73
0,4
0,96
0,243
0,182
0,193
0,283
0,271
0,89
0,299
0,115
0,94
0,133
0,284
0,108
0,224
0,19
0,31
0,60
0,52
0,135
0,130
0,90
1,40
1,8
1,90
1,97
1,76
1,185
1,175
1,122
1,237
1,115
1,59
1,46
1,77
1,118
1,235
2,38
2,240
2,15
2,284
2,264
2,27
2,116
2,104
2,110
2,62
2,18
2,255
2,106
2,171
3,105
3,79
3,182
3,170
3,209
3,33
3,158
3,217
3,97
3,92
3,196
3,200
3,89
3,135
3,239
4,272
4,207
4,96
4,100
4,195
4,115
4,90
4,33
4,250
4,182
4,23
4,7
4,175
4,64
4,176
4,238
4,74
4,126
4,260
4,35
4,216
4,135
4,297
4,267
4,24
4,122
4,121
4,290
4,249
4,279
4,280
4,146
4,40
4,265
4,172
4,169
4,257
4,30
4,15
4,133
4,263
4,93
4,124
4,196
4,160
4,19
4,77
4,248
4,278
4,188
4,16
4,62
4,191
4,240
4,89
4,99
4,152
4,94
4,222
4,158
4,14
4,29
4,147
5,124
5,80
5,223
5,272
5,13
5,115
5,22
5,211
5,74
5,201
5,277
5,125
5,120
5,246
5,141
5,41
6,23
6,186
6,154
6,179
6,187
6,278
6,52
6,33
6,215
6,46
6,28
6,48
6,18
6,22
6,197
6,63
7,33
7,102
7,158
7,184
7,15
7,249
7,203
7,240
7,264
7,42
7,135
7,199
7,74
7,99
7,43
7,172
7,160
7,262
7,147
7,121
7,281
7,119
7,66
7,159
7,109
7,278
7,77
7,86
7,115
7,169
7,73
7,30
7,195
7,186
7,133
7,229
7,234
7,124
7,139
7,219
7,48
7,191
7,182
7,35
7,16
7,97
7,243
7,52
7,14
7,76
7,50
7,263
8,136
8,71
8,65
8,115
8,262
8,216
8,33
8,165
8,39
8,173
8,204
8,62
8,29
9,274
9,100
9,67
9,208
9,41
9,226
9,192
9,93
9,125
9,124
9,236
9,130
9,147
9,72
9,173
10,284
10,264
10,103
10,68
10,280
10,262
10,85
10,17
10,95
10,74
10,175
10,246
10,50
10,57
10,163
10,53
11,14
11,61
11,119
11,48
11,207
11,266
11,33
11,149
11,93
11,95
11,67
11,210
11,133
11,49
11,94
11,112
11,31
12,191
12,14
12,67
12,180
12,298
12,244
12,19
12,292
12,16
12,132
12,253
12,236
12,255
12,120
12,87
12,43
12,153
12,182
12,69
12,33
12,108
12,65
12,89
12,62
12,217
12,103
12,59
12,115
12,216
13,67
13,126
13,272
13,216
13,197
13,121
13,18
13,74
13,259
13,221
13,33
13,233
13,35
13,201
13,148
13,62
13,138
13,83
13,256
13,93
13,241
13,38
13,158
13,227
13,222
13,109
13,87
13,132
13,26
13,288
13,195
13,292
13,54
13,113
13,119
13,89
13,252
13,149
13,277
13,30
13,258
13,147
13,157
13,24
13,275
13,244
13,211
13,143
13,50
13,115
13,191
13,79
13,40
13,15
13,44
13,19
13,172
13,196
13,299
13,240
13,154
13,182
13,153
13,96
13,136
13,175
13,27
13,72
13,100
13,254
13,200
13,238
14,147
14,187
14,158
14,132
14,111
14,224
14,169
14,22
14,222
14,182
14,99
14,246
14,115
14,35
14,282
14,38
14,172
14,57
14,199
14,157
14,152
14,87
14,213
14,92
14,181
14,278
14,144
14,105
14,293
14,95
14,71
14,148
14,268
14,33
14,165
14,155
14,185
14,79
14,60
14,24
14,73
14,240
14,175
14,89
14,74
14,76
14,243
14,19
14,25
14,191
14,227
14,96
14,217
15,175
15,33
15,233
15,255
15,114
15,195
15,251
15,193
15,241
15,126
15,262
15,141
15,278
15,168
15,277
15,263
15,48
15,73
15,22
15,24
15,234
15,177
15,42
15,283
15,134
15,285
15,284
15,115
15,185
15,36
15,210
15,298
15,271
15,274
15,288
15,270
15,253
15,63
15,89
15,259
15,206
15,122
15,61
15,123
15,257
15,76
15,196
15,56
15,172
15,182
15,21
15,50
15,194
15,292
15,167
15,209
15,148
15,147
15,200
15,133
15,74
15,84
15,219
15,158
15,222
16,264
16,281
16,96
16,50
16,87
16,30
16,82
16,175
16,186
16,17
16,292
16,195
16,135
16,263
16,210
16,295
16,64
16,225
16,115
16,112
16,138
16,31
16,276
16,49
16,24
16,199
16,93
17,182
17,117
17,196
17,175
17,148
17,57
17,100
17,29
17,33
17,97
17,108
17,37
17,82
18,76
18,83
18,278
18,186
18,132
18,233
18,193
18,103
18,216
18,138
18,135
18,211
18,161
18,243
19,41
19,52
19,259
19,118
19,193
19,145
19,192
19,35
19,91
19,263
19,111
19,248
19,175
19,205
19,232
19,196
19,278
19,21
19,36
19,23
19,74
19,65
19,237
20,204
20,180
20,74
20,286
20,269
20,200
20,215
20,256
20,61
20,227
20,23
20,132
20,152
20,205
20,98
20,176
20,99
21,262
21,222
21,78
21,250
21,92
21,247
21,202
21,192
21,283
21,252
21,100
21,42
21,67
21,62
21,58
22,236
22,55
22,290
22,124
22,227
22,262
22,182
22,99
22,76
22,195
22,79
22,89
22,272
22,39
22,220
22,285
22,235
22,109
22,186
22,202
22,74
22,35
22,64
22,243
22,121
22,148
23,222
23,94
23,208
23,32
23,113
23,165
23,153
23,262
23,152
23,273
23,131
23,100
23,96
24,74
24,141
24,79
24,191
24,176
24,240
24,194
24,284
24,105
24,243
24,44
24,50
24,278
24,115
24,234
24,203
24,63
24,212
24,178
24,121
24,270
24,175
24,264
24,158
24,182
24,147
24,172
24,257
24,260
24,38
24,164
24,226
24,125
24,82
24,129
24,151
24,263
24,242
24,66
24,292
24,233
24,52
24,55
24,275
24,137
24,35
24,49
24,107
24,87
24,127
24,103
24,230
24,224
24,291
24,47
24,53
24,227
24,283
24,73
24,148
24,56
24,225
24,170
24,155
24,27
24,30
24,33
24,96
24,106
24,195
24,99
24,76
25,292
25,239
25,182
25,116
25,51
25,245
25,272
25,214
25,45
25,133
25,148
25,58
25,200
25,142
26,70
26,162
26,190
26,215
26,226
26,35
26,27
26,225
26,239
26,147
26,175
26,102
26,38
26,181
26,52
26,40
27,96
27,115
27,272
27,147
27,284
27,33
27,255
27,257
27,210
27,196
27,76
27,175
27,204
27,106
27,35
27,82
27,215
27,34
27,260
27,253
27,121
27,230
27,158
27,79
27,47
27,247
28,290
28,137
28,187
28,86
28,288
28,211
28,110
28,273
28,34
28,139
28,144
28,65
29,281
29,133
29,167
29,52
29,238
29,69
29,217
29,212
29,41
29,120
29,111
29,107
30,172
30,74
30,33
30,294
30,234
30,53
30,182
30,125
30,197
30,115
30,171
30,81
30,158
30,175
30,191
30,290
30,263
30,72
30,76
30,46
30,122
30,50
30,150
30,57
30,207
30,167
30,157
31,35
31,159
31,182
31,236
31,43
31,91
31,139
31,75
31,143
31,133
31,206
31,100
31,88
32,196
32,278
32,223
32,182
32,68
32,154
32,94
32,288
32,115
32,271
32,51
32,166
32,86
32,111
33,130
33,173
33,195
33,162
33,157
33,34
33,240
33,182
33,158
33,232
33,178
33,222
33,78
33,138
33,80
33,214
33,172
33,74
33,147
33,256
33,274
33,217
33,55
33,213
33,242
33,99
33,216
33,168
33,148
33,284
33,253
33,106
33,89
33,65
33,76
33,241
33,290
33,35
33,154
33,131
33,276
33,125
33,237
33,77
33,250
33,115
33,120
33,98
33,263
33,104
33,227
33,68
33,262
33,85
33,126
33,230
33,81
33,100
33,90
33,79
33,191
33,135
34,147
34,292
34,191
34,175
34,212
34,182
34,233
34,204
34,78
34,180
34,44
34,276
34,139
35,38
35,145
35,134
35,74
35,89
35,115
35,90
35,283
35,175
35,226
35,217
35,135
35,68
35,114
35,165
35,191
35,100
35,195
35,219
35,162
35,64
35,182
35,136
35,153
35,133
35,177
35,169
35,49
35,139
35,58
35,264
35,147
35,65
35,229
35,99
35,76
35,109
35,228
35,178
35,200
35,222
35,284
36,66
36,207
36,298
36,115
36,258
36,145
36,187
36,172
36,99
36,117
36,57
36,144
36,222
37,155
37,256
37,87
37,85
37,211
37,58
37,137
37,210
37,278
37,72
37,192
37,171
37,169
37,206
37,111
38,89
38,225
38,133
38,52
38,222
38,147
38,195
38,155
38,192
38,157
38,112
38,123
38,62
38,292
38,217
38,240
38,122
38,257
38,98
38,201
38,247
38,280
38,68
38,158
38,148
38,61
38,109
38,160
38,108
38,137
38,115
38,298
38,40
38,227
38,50
39,85
39,272
39,104
39,108
39,51
39,113
39,137
39,147
39,283
39,248
39,146
39,116
39,175
39,65
40,96
40,268
40,159
40,172
40,226
40,262
40,223
40,191
40,163
40,125
40,50
40,195
40,76
40,182
40,278
40,167
40,84
40,65
40,132
40,61
40,62
40,292
40,115
40,219
40,121
40,277
40,196
41,182
41,59
41,43
41,240
41,295
41,46
41,222
41,237
42,124
42,75
42,272
42,179
42,256
42,74
42,298
42,264
42,138
42,184
42,226
42,60
43,106
43,274
43,272
43,181
43,70
43,198
43,68
43,231
43,232
43,221
43,170
43,249
44,127
44,253
44,147
44,83
44,63
44,262
44,250
44,201
44,278
44,295
44,232
44,110
44,209
44,157
45,197
45,291
45,182
45,98
45,74
45,125
45,265
45,283
45,115
45,152
45,105
45,66
45,243
46,175
46,153
46,105
46,246
46,94
46,146
46,203
46,76
46,279
46,183
46,111
46,241
47,96
47,106
47,236
47,175
47,238
47,240
47,172
47,192
47,274
47,206
47,211
47,70
47,167
47,191
47,158
48,51
48,93
48,284
48,61
48,117
48,216
48,179
48,220
48,105
48,72
48,146
48,198
49,191
49,257
49,263
49,222
49,287
49,58
49,292
49,87
49,167
49,80
49,129
49,91
49,124
50,84
50,253
50,207
50,247
50,222
50,190
50,146
50,52
50,115
50,74
50,264
50,114
50,286
50,287
50,255
50,147
50,163
50,243
50,135
50,71
50,54
50,260
50,110
50,153
50,148
50,212
50,283
50,248
50,195
50,62
50,294
50,277
50,191
50,172
50,76
50,96
50,292
51,160
51,132
51,190
51,158
51,204
51,281
51,75
51,209
51,241
51,276
51,91
51,226
52,222
52,86
52,69
52,115
52,91
52,168
52,280
52,182
52,207
52,157
52,53
52,181
52,293
52,101
52,292
52,65
52,79
52,66
52,190
53,149
53,75
53,247
53,98
53,282
53,273
53,267
53,150
53,111
53,60
53,103
54,56
54,164
54,181
54,89
54,129
54,254
54,222
54,156
54,219
54,177
54,185
54,95
54,59
54,249
55,273
55,175
55,182
55,196
55,261
55,125
55,225
55,100
55,191
55,150
55,119
55,103
55,159
55,94
56,175
56,275
56,226
56,195
56,196
56,221
56,127
56,115
56,173
56,264
56,160
56,215
57,147
57,116
57,235
57,227
57,278
57,118
57,254
57,219
57,78
57,133
58,279
58,298
58,92
58,240
58,269
58,222
58,206
58,178
58,255
58,117
58,195
58,112
59,153
59,214
59,296
59,96
59,73
59,204
59,238
59,229
59,75
59,184
59,111
60,127
60,70
60,238
60,86
60,222
60,138
60,195
60,193
60,189
60,156
60,163
61,283
61,152
61,159
61,180
61,99
61,194
61,278
61,125
61,89
61,145
61,162
62,76
62,108
62,147
62,89
62,157
62,282
62,195
62,283
62,92
62,86
62,222
62,148
62,272
62,226
62,277
62,153
62,109
62,79
62,65
62,175
63,131
63,79
63,263
63,139
63,296
63,292
63,213
63,178
63,76
63,153
63,75
63,103
64,99
64,272
64,263
64,268
64,115
64,287
64,275
64,87
64,176
64,135
64,196
64,236
64,296
65,182
65,199
65,240
65,89
65,88
65,121
65,143
65,97
65,285
65,128
65,278
65,85
65,133
65,257
65,148
65,191
65,80
65,71
65,147
66,242
66,115
66,227
66,138
66,263
66,99
66,214
66,156
66,217
66,225
66,257
67,161
67,278
67,182
67,282
67,115
67,231
67,222
67,217
67,86
67,249
67,142
68,190
68,157
68,276
68,272
68,266
68,204
68,79
68,192
68,208
68,280
69,88
69,81
69,259
69,74
69,180
69,135
69,167
69,202
69,262
69,147
69,244
69,70
70,161
70,246
70,158
70,169
70,218
70,175
70,117
70,244
70,95
70,91
70,159
71,281
71,153
71,79
71,93
71,201
71,135
71,230
71,77
71,99
71,92
71,144
71,161
72,212
72,222
72,172
72,263
72,242
72,252
72,115
72,88
72,89
72,195
72,108
72,267
73,135
73,115
73,141
73,227
73,99
73,215
73,243
73,89
73,186
73,200
73,156
73,235
73,201
73,182
73,147
73,274
73,195
73,257
74,272
74,166
74,233
74,286
74,283
74,132
74,76
74,128
74,240
74,133
74,230
74,181
74,147
74,175
74,187
74,162
74,259
74,282
74,95
74,88
74,278
74,239
74,90
74,168
74,115
74,190
74,84
74,284
74,276
74,110
74,217
74,237
74,117
74,89
74,290
74,126
74,202
74,196
74,178
74,102
74,138
74,106
74,137
74,96
74,267
74,156
74,109
74,135
74,157
74,292
74,222
74,75
75,211
75,95
75,76
75,187
75,287
75,235
75,278
75,225
75,259
76,167
76,207
76,121
76,79
76,142
76,256
76,251
76,127
76,140
76,128
76,291
76,125
76,136
76,209
76,182
76,120
76,147
76,294
76,109
76,204
76,137
76,239
76,112
76,218
76,99
76,236
76,89
76,278
76,169
76,292
76,195
76,115
76,178
76,172
76,158
77,147
77,144
77,80
77,244
77,165
77,175
77,128
77,264
77,240
77,153
77,79
77,296
78,106
78,145
78,115
78,99
78,298
78,257
78,219
78,127
78,157
