Node1,Node2
0,14
0,25
0,18
0,168
0,237
0,251
0,215
0,221
0,169
0,171
0,203
0,197
0,31
0,111
0,99
0,58
0,158
0,82
0,213
0,27
0,15
1,276
1,104
1,262
1,219
1,144
1,147
1,84
1,10
1,51
1,160
1,196
1,256
2,8
2,211
2,78
2,56
2,16
2,134
2,50
2,124
2,216
2,126
2,247
2,24
3,114
3,72
3,37
3,38
3,33
3,28
3,39
3,8
3,34
3,44
3,36
3,255
4,211
4,207
4,293
4,196
4,59
4,98
4,52
4,149
4,57
4,267
4,17
4,33
4,109
5,267
5,215
5,94
5,266
5,24
5,161
5,104
5,275
5,11
5,80
5,28
5,47
6,115
6,70
6,230
6,33
6,65
6,276
6,270
6,92
6,60
6,286
6,253
6,62
6,179
6,188
6,221
6,71
6,149
6,196
6,30
6,169
6,46
6,80
6,34
7,197
7,249
7,9
7,85
7,164
7,98
7,120
7,31
7,149
7,92
7,242
7,260
7,33
8,156
8,232
8,87
8,62
8,204
8,137
8,281
8,46
8,12
8,25
8,276
8,169
8,292
8,209
8,184
8,144
9,145
9,28
9,264
9,168
9,21
9,231
9,234
9,161
9,170
9,85
9,232
10,190
10,271
10,140
10,195
10,35
10,13
10,173
10,26
10,274
10,102
11,176
11,151
11,68
11,123
11,26
11,237
11,49
11,29
11,107
11,222
11,132
12,252
12,136
12,245
12,223
12,197
12,27
12,200
12,13
12,211
12,207
12,263
12,68
12,81
12,43
12,41
12,128
12,152
13,119
13,50
13,69
13,196
13,71
13,89
13,86
13,95
13,102
14,27
14,260
14,237
14,98
14,42
14,59
14,268
14,24
14,214
14,72
14,118
14,75
15,77
15,72
15,182
15,243
15,32
15,186
15,108
15,30
15,39
15,52
15,100
16,258
16,33
16,241
16,220
16,38
16,189
16,153
16,75
16,86
16,187
16,217
16,158
17,83
17,92
17,279
17,122
17,26
17,142
17,63
17,199
17,85
17,69
17,48
18,33
18,207
18,152
18,192
18,196
18,197
18,201
18,199
18,232
18,60
18,166
18,86
18,30
18,25
18,115
18,65
18,206
18,290
18,46
18,67
18,27
18,221
19,242
19,35
19,205
19,40
19,163
19,150
19,178
19,119
19,183
19,195
19,221
19,90
20,46
20,136
20,60
20,94
20,177
20,155
20,40
20,92
20,119
20,216
20,26
20,210
20,117
21,139
21,251
21,30
21,79
21,70
21,179
21,73
21,248
21,176
21,89
21,151
22,29
22,248
22,195
22,127
22,201
22,207
22,141
22,219
22,159
22,180
22,77
22,126
23,33
23,137
23,61
23,101
23,89
23,96
23,35
23,40
23,95
23,116
23,132
24,29
24,299
24,230
24,56
24,285
24,134
24,127
24,94
24,85
25,211
25,168
25,69
25,76
25,92
25,166
25,245
25,293
25,251
25,142
25,169
25,286
25,106
25,145
25,65
25,171
25,111
25,154
25,33
25,27
25,52
25,120
25,255
26,53
26,296
26,178
26,153
26,166
26,180
26,101
26,259
26,33
27,294
27,270
27,263
27,82
27,164
27,148
27,262
27,33
27,57
27,80
27,193
27,168
27,199
27,59
27,131
27,296
28,282
28,207
28,93
28,38
28,144
28,105
28,113
28,131
28,77
28,97
29,33
29,204
29,72
29,139
29,37
29,159
29,75
29,218
29,146
29,57
30,122
30,152
30,211
30,296
30,191
30,207
30,179
30,220
30,145
30,290
30,128
30,87
30,270
30,257
30,168
30,286
30,74
30,59
30,71
30,195
30,101
30,221
30,68
30,120
30,196
30,163
30,197
30,245
30,113
30,143
30,76
30,65
30,52
30,48
30,263
30,251
30,232
30,127
30,33
30,62
31,88
31,286
31,154
31,65
31,54
31,228
31,124
31,178
31,127
31,156
32,45
32,55
32,177
32,280
32,61
32,235
32,58
32,266
32,130
32,105
33,115
33,207
33,171
33,262
33,148
33,185
33,211
33,89
33,78
33,145
33,286
33,203
33,257
33,293
33,299
33,150
33,263
33,113
33,212
33,46
33,128
33,251
33,41
33,295
33,245
33,118
33,179
33,200
33,248
33,129
33,152
33,226
33,60
33,166
33,164
33,192
33,43
33,196
33,68
33,122
33,281
33,278
33,170
33,79
33,194
33,107
33,271
33,296
33,142
33,108
33,250
33,44
33,184
33,67
33,277
33,77
33,190
33,191
33,144
33,217
33,153
33,243
33,65
33,216
33,75
33,101
33,204
33,66
33,253
33,123
33,208
33,119
33,186
33,223
33,244
33,165
33,97
33,174
33,133
33,50
33,267
33,76
33,264
33,110
33,131
33,270
33,156
33,232
33,199
33,86
33,157
33,228
33,169
33,111
33,168
33,242
34,86
34,144
34,132
34,199
34,44
34,188
34,36
34,246
34,240
34,171
34,251
34,40
35,77
35,68
35,234
35,124
35,209
35,258
35,99
35,49
35,243
35,156
36,109
36,182
36,142
36,179
36,216
36,200
36,87
36,94
36,264
36,72
36,225
36,165
37,295
37,153
37,47
37,70
37,53
37,212
37,67
37,188
37,85
37,230
38,179
38,87
38,71
38,113
38,272
38,111
38,106
38,287
38,225
38,81
39,218
39,245
39,50
39,158
39,274
39,186
39,297
39,167
39,121
39,183
39,200
40,233
40,137
40,126
40,94
40,123
40,203
40,127
40,61
40,161
41,255
41,152
41,117
41,199
41,147
41,45
41,177
41,119
41,183
41,114
42,66
42,286
42,143
42,70
42,108
42,212
42,154
42,173
42,119
42,74
43,112
43,207
43,148
43,145
43,278
43,79
43,131
43,129
43,99
43,66
43,175
43,85
43,193
43,138
43,147
44,76
44,171
44,183
44,151
44,165
44,53
44,136
44,202
44,145
45,230
45,226
45,264
45,285
45,210
45,195
45,112
45,147
45,82
45,140
46,122
46,166
46,76
46,299
46,206
46,256
46,243
46,145
46,75
46,193
46,239
46,113
46,142
46,59
47,299
47,61
47,68
47,206
47,57
47,197
47,52
47,154
47,111
47,191
47,84
48,185
48,203
48,135
48,206
48,259
48,132
48,279
48,49
48,125
48,86
48,90
49,62
49,284
49,63
49,248
49,127
49,93
49,103
49,133
49,262
50,276
50,137
50,114
50,205
50,243
50,63
50,103
50,169
50,124
51,234
51,241
51,151
51,238
51,214
51,55
51,141
51,182
51,56
51,102
52,258
52,144
52,211
52,206
52,203
52,87
52,129
52,148
52,79
